id,division_code,data_time,year,month,day,aqi,a34004,a34002,a21026,a05024,a21005,a21004
4201000000002018070400,420100000000,2018-07-04 00:00:00,2018,7,4,57,29,47,4,108,"1.0",34
4201000000002018070500,420100000000,2018-07-05 00:00:00,2018,7,5,33,14,25,3,62,"0.9",26
4201000000002018070600,420100000000,2018-07-06 00:00:00,2018,7,6,33,19,31,3,65,"0.7",16
4201000000002018070700,420100000000,2018-07-07 00:00:00,2018,7,7,24,8,17,3,47,"0.6",15
4201000000002018070800,420100000000,2018-07-08 00:00:00,2018,7,8,35,17,30,4,55,"0.9",28
4201000000002018070900,420100000000,2018-07-09 00:00:00,2018,7,9,42,16,30,4,74,"0.9",33
4201000000002018071000,420100000000,2018-07-10 00:00:00,2018,7,10,91,36,62,6,149,1.2,46
4201000000002018071100,420100000000,2018-07-11 00:00:00,2018,7,11,55,33,50,5,105,"1.0",26
4201000000002018071200,420100000000,2018-07-12 00:00:00,2018,7,12,41,20,41,6,60,"0.9",28
4201000000002018071300,420100000000,2018-07-13 00:00:00,2018,7,13,54,17,34,5,104,"0.6",26
4201000000002018071400,420100000000,2018-07-14 00:00:00,2018,7,14,58,25,51,5,109,"0.7",33
4201000000002018071500,420100000000,2018-07-15 00:00:00,2018,7,15,60,25,52,7,111,"0.7",29
4201000000002018071600,420100000000,2018-07-16 00:00:00,2018,7,16,77,32,62,10,132,"0.9",31
4201000000002018071700,420100000000,2018-07-17 00:00:00,2018,7,17,92,32,62,10,150,"0.9",30
4201000000002018071800,420100000000,2018-07-18 00:00:00,2018,7,18,79,30,59,9,134,"0.7",27
4201000000002018071900,420100000000,2018-07-19 00:00:00,2018,7,19,62,24,52,10,114,"0.7",30
4201000000002018072000,420100000000,2018-07-20 00:00:00,2018,7,20,101,28,61,11,161,"0.9",39
4201000000002018072100,420100000000,2018-07-21 00:00:00,2018,7,21,105,34,70,9,165,"0.7",37
4201000000002018072200,420100000000,2018-07-22 00:00:00,2018,7,22,79,34,58,8,134,"1.0",26
4201000000002018072300,420100000000,2018-07-23 00:00:00,2018,7,23,56,22,47,7,107,"0.7",30
4201000000002018072400,420100000000,2018-07-24 00:00:00,2018,7,24,112,36,71,6,173,"0.9",41
4201000000002018072500,420100000000,2018-07-25 00:00:00,2018,7,25,63,22,49,6,115,"0.6",30
4201000000002018072600,420100000000,2018-07-26 00:00:00,2018,7,26,70,21,47,6,123,"0.7",27
4201000000002018072700,420100000000,2018-07-27 00:00:00,2018,7,27,57,21,51,9,108,"1.0",31
4201000000002018072800,420100000000,2018-07-28 00:00:00,2018,7,28,64,20,42,9,116,"1.0",31
4201000000002018072900,420100000000,2018-07-29 00:00:00,2018,7,29,97,23,51,11,156,"1.0",33
4201000000002018073000,420100000000,2018-07-30 00:00:00,2018,7,30,109,22,54,8,169,"1.0",35
4201000000002018073100,420100000000,2018-07-31 00:00:00,2018,7,31,70,25,51,9,124,"1.0",41
4201000000002018080100,420100000000,2018-08-01 00:00:00,2018,8,1,127,33,61,9,189,1.2,41
4201000000002018080200,420100000000,2018-08-02 00:00:00,2018,8,2,117,33,64,7,178,"1.0",37
4201000000002018080300,420100000000,2018-08-03 00:00:00,2018,8,3,70,23,39,7,124,"1.0",33
4201000000002018080400,420100000000,2018-08-04 00:00:00,2018,8,4,63,23,43,6,115,"1.0",35
4201000000002018080500,420100000000,2018-08-05 00:00:00,2018,8,5,98,26,43,5,157,"0.9",30
4201000000002018080600,420100000000,2018-08-06 00:00:00,2018,8,6,99,30,53,6,158,1.2,36
4201000000002018080700,420100000000,2018-08-07 00:00:00,2018,8,7,132,30,53,6,195,"1.0",41
4201000000002018080800,420100000000,2018-08-08 00:00:00,2018,8,8,92,35,60,6,150,"1.0",46
4201000000002018080900,420100000000,2018-08-09 00:00:00,2018,8,9,133,37,63,7,196,1.2,48
4201000000002018081000,420100000000,2018-08-10 00:00:00,2018,8,10,117,38,69,6,178,"1.0",48
4201000000002018081100,420100000000,2018-08-11 00:00:00,2018,8,11,160,44,72,7,225,"1.0",43
4201000000002018081200,420100000000,2018-08-12 00:00:00,2018,8,12,144,45,77,7,208,"1.0",36
4201000000002018081300,420100000000,2018-08-13 00:00:00,2018,8,13,41,18,33,5,82,"0.9",19
4201000000002018081400,420100000000,2018-08-14 00:00:00,2018,8,14,48,15,30,6,96,"1.0",25
4201000000002018081500,420100000000,2018-08-15 00:00:00,2018,8,15,63,25,39,5,115,"1.0",19
4201000000002018081600,420100000000,2018-08-16 00:00:00,2018,8,16,48,19,36,4,96,"0.7",14
4201000000002018081700,420100000000,2018-08-17 00:00:00,2018,8,17,38,22,33,4,75,"0.7",16
4201000000002018081800,420100000000,2018-08-18 00:00:00,2018,8,18,40,21,32,4,80,"0.7",20
4201000000002018081900,420100000000,2018-08-19 00:00:00,2018,8,19,55,18,28,5,105,"0.9",26
4201000000002018082000,420100000000,2018-08-20 00:00:00,2018,8,20,44,10,19,5,87,"0.7",23
4201000000002018082100,420100000000,2018-08-21 00:00:00,2018,8,21,75,15,28,7,129,"0.7",25
4201000000002018082200,420100000000,2018-08-22 00:00:00,2018,8,22,79,23,38,7,134,"1.0",24
4201000000002018082300,420100000000,2018-08-23 00:00:00,2018,8,23,88,39,57,7,145,"1.0",20
4201000000002018082400,420100000000,2018-08-24 00:00:00,2018,8,24,109,30,54,9,169,"1.0",26
4201000000002018082500,420100000000,2018-08-25 00:00:00,2018,8,25,110,29,51,10,170,"1.0",29
4201000000002018082600,420100000000,2018-08-26 00:00:00,2018,8,26,46,30,43,6,91,"0.9",23
4201000000002018082700,420100000000,2018-08-27 00:00:00,2018,8,27,47,23,35,7,94,"0.9",20
4201000000002018082800,420100000000,2018-08-28 00:00:00,2018,8,28,75,23,36,7,130,"1.0",23
4201000000002018082900,420100000000,2018-08-29 00:00:00,2018,8,29,65,25,45,7,118,"1.0",31
4201000000002018083000,420100000000,2018-08-30 00:00:00,2018,8,30,75,19,36,8,129,"1.0",30
4201000000002018083100,420100000000,2018-08-31 00:00:00,2018,8,31,43,20,38,8,86,"1.0",33
4201000000002018090100,420100000000,2018-09-01 00:00:00,2018,9,1,39,16,24,5,64,"1.0",31
4201000000002018090200,420100000000,2018-09-02 00:00:00,2018,9,2,47,20,33,5,94,"0.9",35
4201000000002018090300,420100000000,2018-09-03 00:00:00,2018,9,3,65,25,42,5,117,"0.9",36
4201000000002018090400,420100000000,2018-09-04 00:00:00,2018,9,4,121,26,70,10,183,1.2,60
4201000000002018090500,420100000000,2018-09-05 00:00:00,2018,9,5,125,40,92,14,187,1.2,56
4201000000002018090600,420100000000,2018-09-06 00:00:00,2018,9,6,50,33,49,6,82,"1.0",40
4201000000002018090700,420100000000,2018-09-07 00:00:00,2018,9,7,40,13,40,6,76,"0.6",26
4201000000002018090800,420100000000,2018-09-08 00:00:00,2018,9,8,71,13,34,9,125,"0.7",31
4201000000002018090900,420100000000,2018-09-09 00:00:00,2018,9,9,96,27,50,12,155,"1.0",44
4201000000002018091000,420100000000,2018-09-10 00:00:00,2018,9,10,59,32,56,10,110,"1.0",45
4201000000002018091100,420100000000,2018-09-11 00:00:00,2018,9,11,88,35,56,10,145,"1.0",47
4201000000002018091200,420100000000,2018-09-12 00:00:00,2018,9,12,77,50,82,13,131,1.2,61
4201000000002018091300,420100000000,2018-09-13 00:00:00,2018,9,13,68,49,78,9,106,"1.0",46
4201000000002018091400,420100000000,2018-09-14 00:00:00,2018,9,14,99,26,45,9,158,"1.0",34
4201000000002018091500,420100000000,2018-09-15 00:00:00,2018,9,15,68,30,43,7,121,"0.9",22
4201000000002018091600,420100000000,2018-09-16 00:00:00,2018,9,16,63,42,60,7,115,"1.0",18
4201000000002018091700,420100000000,2018-09-17 00:00:00,2018,9,17,47,25,37,7,93,"1.0",20
4201000000002018091800,420100000000,2018-09-18 00:00:00,2018,9,18,45,18,30,7,90,"1.0",31
4201000000002018091900,420100000000,2018-09-19 00:00:00,2018,9,19,50,20,38,6,99,"0.7",34
4201000000002018092000,420100000000,2018-09-20 00:00:00,2018,9,20,41,18,37,6,82,1.2,27
4201000000002018092100,420100000000,2018-09-21 00:00:00,2018,9,21,43,16,30,6,85,"1.0",29
4201000000002018092200,420100000000,2018-09-22 00:00:00,2018,9,22,62,29,64,10,44,"1.0",49
4201000000002018092300,420100000000,2018-09-23 00:00:00,2018,9,23,99,50,105,16,158,1.5,75
4201000000002018092400,420100000000,2018-09-24 00:00:00,2018,9,24,90,45,79,11,148,"1.0",48
4201000000002018092500,420100000000,2018-09-25 00:00:00,2018,9,25,68,35,56,10,121,"1.0",31
4201000000002018092600,420100000000,2018-09-26 00:00:00,2018,9,26,38,22,31,7,68,"0.7",30
4201000000002018092700,420100000000,2018-09-27 00:00:00,2018,9,27,47,21,37,8,94,"0.7",34
4201000000002018092800,420100000000,2018-09-28 00:00:00,2018,9,28,81,29,48,8,137,"0.7",37
4201000000002018092900,420100000000,2018-09-29 00:00:00,2018,9,29,77,33,67,9,124,"1.0",61
4201000000002018093000,420100000000,2018-09-30 00:00:00,2018,9,30,84,41,100,11,129,"1.0",67
