TIME,AQI,PM10,PM2.5,O3,CO,NO2,SO2
2023-04-29 09:00:00,190,329,64,68,0.4,17,7
2023-04-29 10:00:00,184,318,69,71,0.3,17,6
2023-04-29 11:00:00,173,295,63,76,0.4,14,7
2023-04-29 12:00:00,158,265,56,85,0.3,12,7
2023-04-29 13:00:00,140,230,53,98,0.3,11,6
2023-04-29 14:00:00,125,199,47,106,0.3,11,7
2023-04-29 15:00:00,117,183,44,113,0.3,12,7
2023-04-29 16:00:00,109,167,41,119,0.3,12,7
2023-04-29 17:00:00,103,155,38,121,0.3,14,7
2023-04-29 18:00:00,99,148,37,121,0.3,16,7
2023-04-29 19:00:00,95,139,37,114,0.3,21,7
2023-04-29 20:00:00,95,139,45,86,0.4,41,7
2023-04-29 21:00:00,101,152,46,53,0.5,65,7
2023-04-29 22:00:00,105,160,50,51,0.5,64,7
2023-04-29 23:00:00,105,160,46,54,0.4,57,7
2023-04-30 00:00:00,103,155,43,47,0.5,58,7
2023-04-30 01:00:00,100,150,45,38,0.5,63,7
2023-04-30 02:00:00,100,149,41,34,0.5,65,7
2023-04-30 03:00:00,99,147,41,28,0.5,66,7
2023-04-30 04:00:00,98,145,39,26,0.5,65,7
2023-04-30 05:00:00,97,144,41,21,0.5,68,7
2023-04-30 06:00:00,97,143,39,16,0.6,70,8
2023-04-30 07:00:00,97,144,40,17,0.6,66,8
2023-04-30 08:00:00,101,152,48,30,0.5,60,9
2023-04-30 09:00:00,109,168,49,51,0.5,49,10
2023-04-30 10:00:00,110,170,49,74,0.5,36,10
2023-04-30 11:00:00,106,161,51,93,0.5,28,9
2023-04-30 12:00:00,100,149,49,107,0.4,24,9
2023-04-30 13:00:00,95,140,44,118,0.4,22,9
2023-04-30 14:00:00,92,133,42,134,0.4,18,9
2023-04-30 15:00:00,94,138,43,145,0.4,17,8
2023-04-30 16:00:00,98,146,39,153,0.4,16,9
2023-04-30 17:00:00,97,143,42,147,0.4,20,9
2023-04-30 18:00:00,90,130,40,142,0.4,19,8
2023-04-30 19:00:00,87,124,38,129,0.5,23,8
2023-04-30 20:00:00,85,120,38,104,0.5,32,8
2023-04-30 21:00:00,86,121,46,48,0.7,67,7
2023-04-30 22:00:00,90,130,46,24,0.8,85,7
2023-04-30 23:00:00,95,140,56,17,1.0,93,9
2023-05-01 00:00:00,97,144,55,15,1.0,92,8
2023-05-01 01:00:00,94,137,49,17,0.9,91,8
2023-05-01 02:00:00,87,123,47,22,0.9,83,9
2023-05-01 03:00:00,82,114,42,23,0.9,80,10
2023-05-01 04:00:00,81,112,42,15,0.9,85,10
2023-05-01 05:00:00,81,112,42,10,1.0,84,10
2023-05-01 06:00:00,83,116,45,10,1.2,81,12
2023-05-01 07:00:00,82,114,47,21,1.2,68,15
2023-05-01 08:00:00,80,110,46,38,1.3,55,17
2023-05-01 09:00:00,80,109,48,57,1.2,46,17
2023-05-01 10:00:00,77,104,40,78,1.1,36,15
2023-05-01 11:00:00,73,95,36,98,0.9,29,12
2023-05-01 12:00:00,67,83,32,122,0.6,21,10
2023-05-01 13:00:00,61,71,25,143,0.5,15,8
2023-05-01 14:00:00,57,64,25,158,0.4,12,8
2023-05-01 15:00:00,54,58,20,156,0.4,11,7
2023-05-01 16:00:00,51,51,19,150,0.3,10,7
2023-05-01 17:00:00,48,45,19,153,0.3,11,7
2023-05-01 18:00:00,51,51,19,159,0.4,15,7
2023-05-01 19:00:00,58,66,25,151,0.5,22,8
2023-05-01 20:00:00,64,77,27,136,0.5,26,9
2023-05-01 21:00:00,64,77,28,123,0.5,26,9
2023-05-01 22:00:00,60,70,27,112,0.5,27,9
2023-05-01 23:00:00,59,67,26,101,0.6,30,9
2023-05-02 00:00:00,60,69,27,103,0.6,27,9
2023-05-02 01:00:00,61,71,27,100,0.6,27,8
2023-05-02 02:00:00,62,73,28,88,0.6,33,8
2023-05-02 03:00:00,62,74,25,77,0.6,37,8
2023-05-02 04:00:00,63,75,27,71,0.6,37,9
2023-05-02 05:00:00,62,73,29,58,0.6,46,9
2023-05-02 06:00:00,62,74,31,50,0.7,51,11
2023-05-02 07:00:00,63,76,30,47,0.8,52,12
2023-05-02 08:00:00,63,76,32,55,0.9,47,13
2023-05-02 09:00:00,65,79,33,69,1.0,41,14
2023-05-02 10:00:00,65,79,35,82,0.9,35,13
2023-05-02 11:00:00,63,76,33,88,0.9,33,12
2023-05-02 12:00:00,65,79,35,97,0.9,29,13
2023-05-02 13:00:00,66,82,39,105,0.8,27,12
2023-05-02 14:00:00,66,81,37,109,0.8,27,11
2023-05-02 15:00:00,70,89,36,109,0.8,26,10
2023-05-02 16:00:00,73,95,37,114,0.8,23,9
2023-05-02 17:00:00,66,82,35,113,0.7,21,8
2023-05-02 18:00:00,67,83,34,92,0.7,31,8
2023-05-02 19:00:00,67,83,39,75,0.8,34,7
2023-05-02 20:00:00,65,80,38,71,0.8,34,6
2023-05-02 21:00:00,57,63,37,68,0.9,32,6
2023-05-02 22:00:00,58,60,41,57,1.0,34,7
2023-05-02 23:00:00,59,67,42,50,1.0,34,7
2023-05-03 00:00:00,59,68,39,52,1.0,30,7
2023-05-03 01:00:00,59,68,41,56,1.1,27,8
2023-05-03 02:00:00,58,65,40,60,1.0,25,8
2023-05-03 03:00:00,57,63,38,61,1.0,25,8
2023-05-03 04:00:00,54,58,35,62,1.1,23,8
2023-05-03 05:00:00,53,55,34,61,1.0,23,9
2023-05-03 06:00:00,51,51,32,57,1.0,25,9
2023-05-03 07:00:00,49,49,30,56,1.0,27,10
2023-05-03 08:00:00,49,49,30,51,1.0,32,10
2023-05-03 09:00:00,51,51,31,46,1.1,35,10
2023-05-03 10:00:00,51,51,30,40,1.1,35,8
2023-05-03 11:00:00,51,51,30,38,1.1,38,7
2023-05-03 12:00:00,50,50,30,48,1.0,30,7
2023-05-03 13:00:00,44,44,30,61,1.0,22,6
2023-05-03 14:00:00,41,41,27,78,0.9,18,7
2023-05-03 15:00:00,39,39,26,87,0.8,15,7
2023-05-03 16:00:00,42,42,28,93,0.7,16,7
2023-05-03 17:00:00,43,43,28,97,0.8,18,7
2023-05-03 18:00:00,45,45,27,95,0.8,21,7
2023-05-03 19:00:00,47,47,29,83,0.9,26,7
2023-05-03 20:00:00,52,54,29,71,0.9,27,7
2023-05-03 21:00:00,51,52,28,56,0.9,34,7
2023-05-03 22:00:00,45,45,29,45,0.9,39,8
2023-05-03 23:00:00,38,38,23,58,0.8,25,8
2023-05-04 00:00:00,32,32,21,57,0.8,25,9
2023-05-04 01:00:00,36,36,24,54,0.7,28,8
2023-05-04 02:00:00,32,32,15,58,0.6,18,6
2023-05-04 03:00:00,30,30,18,41,0.8,29,7
2023-05-04 04:00:00,33,33,19,12,0.8,51,6
2023-05-04 05:00:00,38,37,26,32,0.8,34,8
2023-05-04 06:00:00,29,28,20,6,0.9,48,6
2023-05-04 07:00:00,35,35,17,10,0.9,46,7
2023-05-04 10:00:00,49,49,24,32,0.9,36,6
2023-05-04 11:00:00,39,39,26,48,0.9,33,8
2023-05-04 12:00:00,37,37,18,74,0.6,22,7
2023-05-04 13:00:00,36,36,20,82,0.6,20,7
2023-05-04 14:00:00,34,34,19,82,0.6,16,6
2023-05-04 15:00:00,33,33,19,73,0.5,16,6
2023-05-04 16:00:00,32,32,21,64,0.6,21,6
2023-05-04 17:00:00,40,40,23,49,0.6,29,5
2023-05-04 18:00:00,45,45,21,50,0.7,29,5
2023-05-04 19:00:00,29,24,11,90,0.6,13,5
2023-05-04 20:00:00,27,10,7,84,0.6,18,5
2023-05-04 21:00:00,27,9,6,86,0.6,17,5
2023-05-04 22:00:00,25,7,7,77,0.6,18,5
2023-05-04 23:00:00,19,10,7,60,0.8,20,5
2023-05-05 00:00:00,18,12,8,56,0.7,19,5
2023-05-05 01:00:00,17,11,6,52,0.7,18,5
2023-05-05 02:00:00,18,10,6,55,0.7,15,5
2023-05-05 03:00:00,16,10,8,49,0.7,15,5
2023-05-05 04:00:00,16,16,10,51,0.7,14,5
2023-05-05 05:00:00,18,17,12,52,0.7,13,5
2023-05-05 06:00:00,19,17,13,47,0.7,16,5
2023-05-05 07:00:00,24,24,14,47,0.8,17,5
2023-05-05 08:00:00,30,30,19,52,0.8,17,5
2023-05-05 09:00:00,33,33,18,59,0.7,15,5
2023-05-05 10:00:00,32,32,17,70,0.7,14,5
2023-05-05 11:00:00,31,31,14,83,0.6,12,5
2023-05-05 12:00:00,30,22,12,93,0.6,11,6
2023-05-05 13:00:00,31,20,12,97,0.6,11,6
2023-05-05 14:00:00,32,20,9,100,0.6,10,5
2023-05-05 15:00:00,31,21,11,98,0.7,12,6
2023-05-05 16:00:00,32,18,10,100,0.7,13,6
2023-05-05 17:00:00,30,19,11,95,0.6,12,6
2023-05-05 18:00:00,29,25,12,91,0.7,13,6
2023-05-05 19:00:00,26,25,11,83,0.6,14,6
2023-05-05 20:00:00,25,23,13,77,0.7,14,6
2023-05-05 21:00:00,26,26,12,75,0.7,14,6
2023-05-05 22:00:00,26,26,13,74,0.6,14,7
2023-05-05 23:00:00,26,26,13,71,0.7,15,7
2023-05-06 00:00:00,24,24,13,71,0.6,11,6
2023-05-06 01:00:00,23,20,16,69,0.5,11,6
2023-05-06 02:00:00,25,20,17,69,0.5,10,5
2023-05-06 03:00:00,23,19,16,69,0.5,10,6
2023-05-06 04:00:00,22,20,15,70,0.6,10,6
2023-05-06 05:00:00,25,22,17,66,0.7,11,6
2023-05-06 06:00:00,24,24,16,65,0.7,11,6
2023-05-06 07:00:00,26,26,16,61,0.7,14,6
2023-05-06 08:00:00,25,25,15,54,0.7,16,6
2023-05-06 09:00:00,21,21,13,51,0.7,17,6
